day,month,year,type,operator,fat.,cat,Aircraft Type,Aircraft Cat
10,May,1997,Beech 200C Super King Air,South African Police,0,A1,Military_research,Military
10,May,2016,Beech B100 King Air,Dexter Air,0,A2,Military_research,Military
10,May,2001,Boeing 727-44F,Angola Air Charter,0,A1,Commercial_civil,Commercial
10,May,1974,Boeing 727-59,Avianca,1,H2,Commercial_civil,Commercial
10,May,2002,Boeing 737,Xiamen Airlines,0,H2,Commercial_civil,Commercial
10,May,1999,Boeing 737-247,Mexican AF,0,A1,Commercial_civil,Commercial
10,May,1957,Boeing KC-97F Stratofreighter,USAF,0,A1,Military_research,Military
10,May,1958,Boeing S.307 Stratoliner,Quaker City Airways,0,A1,Military_research,Military
10,May,1975,Bristol 170 Freighter 21E,Air Express,2,A1,Military_research,Military
10,May,2013,CASA/Nurtanio NC-212 Aviocar,Nusantara Buana Air,0,A2,Commercial_civil,Commercial
10,May,1943,Consolidated PBY-5 Catalina,US Navy,,A1,Military_naval,Military
10,May,1943,Consolidated PBY-5 Catalina,US Navy,,A1,Military_naval,Military
10,May,1944,Consolidated PBY-5A Catalina,US Navy,9,A1,Military_naval,Military
10,May,1944,Consolidated PBY-5A Catalina,US Navy,10,A1,Military_naval,Military
10,May,1973,Curtiss C-46A,private,0,A1,Military_transport,Military
10,May,1945,Curtiss C-46D,USAAF,0,A1,Military_transport,Military
10,May,1945,Curtiss C-46D,USAAF,4,A1,Military_transport,Military
10,May,1982,Curtiss C-46F,Aeronica,0,H2,Military_transport,Military
10,May,1966,CV-2B Caribou,US Army,2,A1,Military_research,Military
10,May,2005,DC-9-51,Northwest Airlines,0,A1,Commercial_civil,Commercial
10,May,2001,DC-9-83 (MD-83),Spanair,0,A2,Military_research,Military
10,May,1978,DHC-3 Otter,Unknown,3,A1,Military_research,Military
10,May,1996,DHC-6 Twin Otter 200,Aero Servicios Empresariales,17,A1,Military_research,Military
10,May,2010,DHC-6 Twin Otter 300,Kenn Borek Air,0,A1,Commercial_civil,Commercial
10,May,1998,DHC-8-315 Dash 8,South African Express Airways,0,A2,Military_research,Military
10,May,1945,Douglas C-47A (DC-3),RAAF,7,A1,Military_research,Military
10,May,1970,Douglas C-47A (DC-3),Argentine AF,0,A1,Military_research,Military
10,May,1968,Douglas C-47D (DC-3),Portuguese AF,,A1,Military_research,Military
10,May,1945,Douglas C-54B (DC-4),USAAF,,A1,Military_transport,Military
10,May,1944,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
10,May,1940,Douglas DC-2-115E,KLM,0,C1,Military_transport,Military
10,May,1940,Douglas DC-2-115E,KLM,0,C1,Military_transport,Military
10,May,1940,Douglas DC-2-115E,KLM,0,C1,Military_transport,Military
10,May,1940,Douglas DC-2-115E,KLM,0,C1,Military_transport,Military
10,May,1940,Douglas DC-2-115L,KLM,0,C1,Military_transport,Military
10,May,1963,Douglas DC-3 (R4D-4),All Nippon,,U1,Military_research,Military
10,May,1940,Douglas DC-3-194B,KLM,0,C1,Military_research,Military
10,May,1940,Douglas DC-3-194D,KLM,0,C1,Military_research,Military
10,May,1940,Douglas DC-3-194F,KLM,0,C1,Military_research,Military
10,May,1940,Douglas DC-3-194F,KLM,0,C1,Military_research,Military
10,May,1965,Douglas DC-6A,Aaxico Airlines,0,A1,Commercial_civil,Commercial
10,May,1973,Douglas DC-8-33,Thai Airways International,0+ 1,A1,Commercial_civil,Commercial
10,May,1991,Douglas R4D-7 (DC-3),Four Star Air Cargo,2,A1,Military_transport,Military
10,May,1990,Fairchild F-27J,"Noroeste, op.for Aviacsa",20,A1,Military_research,Military
10,May,2014,Fokker 100,Iran Aseman Airlines,0,A1,Commercial_civil,Commercial
10,May,2014,Fokker 100,IRS Airlines,0,A1,Commercial_civil,Commercial
10,May,2011,Fokker 50,CityJet,0,O1,Commercial_civil,Commercial
10,May,1972,Fokker F-27 Friendship 400M,Sudan Airways,0,A1,Commercial_civil,Commercial
10,May,1940,Fokker F.VIIIa,Netherlands AF,0,C1,Commercial_civil,Commercial
10,May,1938,Ford 5-AT-C Tri-Motor,LAN Chile,0,U1,Military_research,Military
10,May,1975,Hawker Siddeley HS-748,Philippine Air Lines,0,A1,Commercial_civil,Commercial
10,May,1978,Ilyushin Il-18,CSA,0,H2,Military_research,Military
10,May,1979,Ilyushin Il-18D,Aeroflot / Uralsk,0,A1,Military_research,Military
10,May,2007,Ilyushin Il-76TD,Silk Way,0,A2,Military_transport,Military
10,May,2007,Ilyushin Il-76TD,Tenir Air,0,O1,Military_transport,Military
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1940,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,May,1947,Lockheed C-60A Lodestar,Transandina,2,A1,Military_transport,Military
10,May,1998,Lockheed L-1011 TriStar,Air Luxor,0,H2,Commercial_civil,Commercial
10,May,1961,Lockheed L-1649A Starliner,Air France,78,C1,Commercial_civil,Commercial
10,May,2000,Rockwell Sabreliner 65,Price Aircraft Company,6,A1,Military_research,Military
10,May,1941,Short Sunderland I,"RAF, op.for RAAF",,A1,Military_naval,Military
10,May,2000,Swearingen SA226-TC Metro II,Mapiex Aero,0,A1,Military_fighter,Military
10,May,2005,Swearingen SA226-TC Metro II,Perimeter Aviation,0,A1,Commercial_civil,Commercial
10,May,2015,Xian MA60,Joy Air,0,A1,Military_research,Military
10,Nov,1990,Airbus A300,Thai Airways International,0,H2,Commercial_civil,Commercial
10,Nov,1986,Airbus A300B2-203,Iran Air,0,H2,Commercial_civil,Commercial
10,Nov,2011,Airbus A320-211,Delta Air Lines,0,A2,Commercial_civil,Commercial
10,Nov,1945,Amiot AAC.1 (Junkers Ju-52),Air France,,U1,Commercial_civil,Commercial
10,Nov,1999,Antonov An-12,D.R. Congo AF,6,C1,Military_transport,Military
10,Nov,2008,Antonov An-12B,Veteran Airline,0,A1,Military_transport,Military
10,Nov,1978,Antonov An-24B,Aeroflot / North Kavkaz,1,H1,Military_transport,Military
10,Nov,2009,ATR-72-500,Kingfisher Airlines,0,A1,Commercial_civil,Commercial
10,Nov,1948,Avro 685 York C.1,RAF,0,A1,Military_others,Military
10,Nov,2015,BAe-125-700A,Execuflight,9,A1,Military_research,Military
10,Nov,2006,BN-2T Turbine Islander,Indian Navy,0,A1,Commercial_general,Commercial
10,Nov,1991,Boeing 727-25,Aeronica,0,O1,Commercial_civil,Commercial
10,Nov,2008,Boeing 737-8AS,Ryanair,0,A1,Commercial_civil,Commercial
10,Nov,1989,CASA C-212-M Aviocar 300,Lesotho AF,15,A1,Commercial_civil,Commercial
10,Nov,2015,Cessna 650 Citation VII,Banco Bradesco,4,A1,Military_research,Military
10,Nov,1941,Consolidated Catalina,RAF,0,O1,Military_transport,Military
10,Nov,1983,Curtiss C-46D,Trans Aereos Skorpio,0,A1,Military_transport,Military
10,Nov,1985,Dassault Falcon 50,Nabisco Brands,2+ 1,A1,Commercial_general,Commercial
10,Nov,1969,DC-9,Delta Air Lines,0,H2,Commercial_civil,Commercial
10,Nov,1972,DC-9,Southern Airways,0,H2,Military_research,Military
10,Nov,1993,DHC-3 Otter,Ketchikan Air Service,0,A1,Military_research,Military
10,Nov,1987,DHC-4A Caribou,Kenn Borek Air,2,A1,Commercial_civil,Commercial
10,Nov,1942,Douglas C-47 (DC-3),USAAF,3,A1,Military_transport,Military
10,Nov,1942,Douglas C-47 (DC-3),USAAF,17,A1,Military_transport,Military
10,Nov,1944,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
10,Nov,1948,Douglas C-47 (DC-3),Avianca,2,A1,Commercial_civil,Commercial
10,Nov,1950,Douglas C-47 (DC-3),Federal Electricity Commission,0,A1,Military_transport,Military
10,Nov,1943,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Nov,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Nov,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Nov,1961,Douglas C-47A (DC-3),Portuguese AF,18,A1,Military_research,Military
10,Nov,1944,Douglas C-47B (DC-3),USAAF,,A1,Military_research,Military
10,Nov,1962,Douglas C-47B (DC-3),Air Vietnam,27,A1,Military_research,Military
10,Nov,1979,Douglas C-47B (DC-3),National Agriculture Org.,0,A1,Military_research,Military
10,Nov,1969,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
10,Nov,1946,Douglas C-49J-DO (DC-3-454),Delta Air Lines,0,A1,Commercial_civil,Commercial
10,Nov,1946,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
10,Nov,1938,Douglas DC-3,Japan Air Transport,,A1,Military_research,Military
10,Nov,1970,Douglas DC-3,Saudi Arabian,0,H2,Military_research,Military
10,Nov,1978,Douglas DC-3-178,Aaron Enterprises Corporation,,A1,Military_research,Military
10,Nov,1969,Douglas DC-3C,Nigerian AF,,A1,Military_research,Military
10,Nov,1999,Douglas DC-3C,ALIANSA Colombia,5,A1,Military_research,Military
10,Nov,1969,Douglas DC-4-1009,Pan African Airlines,,C1,Commercial_general,Commercial
10,Nov,1971,Douglas EC-47Q,USAF,0,A2,Military_naval,Military
10,Nov,2011,Fokker 50,Blue Bird Aviation,0,A1,Commercial_civil,Commercial
10,Nov,1969,Fokker F-27 Friendship 400M,Sudan AF,,A1,Military_fighter,Military
10,Nov,1985,Fokker F-27 Friendship 600,Uganda Airlines,0,H2,Military_fighter,Military
10,Nov,1993,Hawker Siddeley HS-748,Air Manitoba,7,A1,Commercial_civil,Commercial
10,Nov,2015,Hawker Siddeley HS-780 Andover C.1,"Westwind Aviation, op.for UN WFP",0,A1,Commercial_civil,Commercial
10,Nov,1963,Ilyushin Il-18B,Aeroflot / Moscow,,A1,Military_research,Military
10,Nov,1939,Junkers Ju-52/3m,Spanish AF,7,A1,Commercial_civil,Commercial
10,Nov,1984,Learjet 24F,Macton Corp.,2,A1,Commercial_general,Commercial
10,Nov,1940,Lockheed 14-N2 Super Electra,RAF,,A1,Military_transport,Military
10,Nov,1958,Lockheed L-1049D Super Constellatio,Seaboard & Western,0,A1,Commercial_civil,Commercial
10,Nov,1961,Lockheed L-1049G Super Constellatio,TAP,0,H2,Commercial_civil,Commercial
10,Nov,2016,MD-11F,Lufthansa Cargo,0,A2,Commercical_helicopter,Commercical
10,Nov,1943,Short Sunderland III,RAF,12,C1,Military_naval,Military
10,Nov,2013,Swearingen SA227-AC Metro III,Bearskin Airlines,5,A1,Commercial_civil,Commercial
10,Nov,1958,Vickers 724 Viscount,TCAL,0,O1,Military_research,Military
10,Nov,1971,Vickers 828 Viscount,Merpati Nusantara,69,A1,Military_research,Military
10,Oct,1946,Amiot AAC.1 (Junkers Ju-52),Air Ocean,16,A1,Commercial_general,Commercial
10,Oct,2013,Antonov An-2T,private,2,A1,Military_transport,Military
10,Oct,1975,Antonov An-8,MAP Zhukovski,,A1,Military_research,Military
10,Oct,1990,Antonov An-8,MAP Novosibirsk,9,A1,Military_research,Military
10,Oct,1962,Avia 14-32A,CSA,13,A1,Commercial_general,Commercial
10,Oct,1948,Avro 685 York C.1,RAF,0,A1,Military_others,Military
10,Oct,2006,BAe-146-200A,Atlantic Airways,4,A1,Commercial_civil,Commercial
10,Oct,1997,Beech 200 Super King Air,NAYSA Aerotaxis,8,A1,Commercial_civil,Commercial
10,Oct,1988,Boeing 707-347C,TAAG,0,A1,Commercial_civil,Commercial
10,Oct,1970,Boeing 727,Iran Air,0,H2,Commercial_civil,Commercial
10,Oct,1973,Boeing 727,Mexicana,0,H2,Commercial_civil,Commercial
10,Oct,1998,Boeing 727-30,Lignes Aeriennes Congolaises,41,C1,Commercial_civil,Commercial
10,Oct,2011,Boeing 737-4Q8,Sky Airlines,0,A1,Commercial_civil,Commercial
10,Oct,1979,Canadair CC-106 Yukon (CL-44),ALAS,0,A1,Military_naval,Military
10,Oct,2000,Canadair Challenger 604,Bombardier,2,A1,Military_naval,Military
10,Oct,2001,Cessna 208 Caravan I,Penair,10,A1,Commercial_general,Commercial
10,Oct,2018,Cessna 208B Grand Caravan EX,Jhonlin Air Transport,0,A2,Commercial_general,Commercial
10,Oct,1944,Consolidated C-87 Liberator Express,USAAF,,A1,Military_transport,Military
10,Oct,1955,Convair CV-340-58,JAT,7,A1,Military_bomber,Military
10,Oct,1943,Curtiss C-46A,USAAF,,A1,Military_transport,Military
10,Oct,1944,Curtiss C-46A,USAAF,,A1,Military_transport,Military
10,Oct,1944,Curtiss C-46A,USAAF,,A1,Military_transport,Military
10,Oct,1945,Curtiss C-46D,USAAF,5,A1,Military_transport,Military
10,Oct,1997,DC-9-32,Austral Lineas Aéreas,74,A1,Military_research,Military
10,Oct,1940,Dewoitine D.338,Air France,3,A1,Commercial_civil,Commercial
10,Oct,2006,DHC-4A Caribou,Trigana Air Service,0,A1,Military_research,Military
10,Oct,2013,DHC-6 Twin Otter 310,MASwings,2,A1,Commercial_civil,Commercial
10,Oct,1943,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
10,Oct,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Oct,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Oct,1957,Douglas C-47A (DC-3),USAF,,A1,Military_research,Military
10,Oct,1963,Douglas C-47A (DC-3),USAF,,A1,Military_research,Military
10,Oct,1945,Douglas C-47B (DC-3),USAAF,,A1,Military_research,Military
10,Oct,1951,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
10,Oct,1942,Douglas C-53 (DC-3),CNAC,,A1,Military_transport,Military
10,Oct,1944,Douglas Dakota III (DC-3),RAF,,C1,Military_research,Military
10,Oct,1936,Douglas DC-2-118B,Panagra,3,A1,Military_transport,Military
10,Oct,1949,Douglas DC-3-277B,Aerovías Coahuila,8,A1,Military_research,Military
10,Oct,1956,Douglas R6D-1 (DC-6),US Navy,59,A1,Military_transport,Military
10,Oct,1969,Fairchild C-123K Provider,USAF,5,A1,Military_others,Military
10,Oct,1962,Fokker F-27 Friendship 200,Iranian Government,4,A1,Military_fighter,Military
10,Oct,1961,Handley Page Hastings C.2,RAF,17,A1,Commercial_civil,Commercial
10,Oct,1990,Hawker Siddeley HS-748,Bouraq Indonesia,0,A2,Commercial_civil,Commercial
10,Oct,1985,IAI 1124 Westwind,Pel-Air,2,A1,Commercial_general,Commercial
10,Oct,1939,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
10,Oct,1958,Lisunov Li-2,Aeroflot / Privolzhsk,4,A1,Military_transport,Military
10,Oct,1973,Lisunov Li-2,Aeroflot / Turkmenistan,5,A1,Military_transport,Military
10,Oct,1944,Lisunov Li-2T,Soviet AF,24,A1,Military_transport,Military
10,Oct,1997,Lockheed C-130H Hercules,Republic of China AF,5,A1,Military_transport,Military
10,Oct,1970,Lockheed L-100-20 Hercules,Saturn Airways,3,A1,Commercial_general,Commercial
10,Oct,1956,Lockheed Neptune MR.1,RAF,9,A1,Military_research,Military
10,Oct,1953,Lockheed P2V-3 Neptune,US Navy,0,A1,Military_fighter,Military
10,Oct,1957,Lockheed P2V-7 Neptune,US Navy,,A1,Military_fighter,Military
10,Oct,1945,PB2B-2 Catalina,RAAF,,A1,Commercial_general,Commercial
10,Oct,1938,Sabca Savoia-Marchetti S.73P,Sabena,20,A1,Commercial_general,Commercial
10,Oct,2001,Shorts 360-300,Express Airways,0,A2,Military_research,Military
10,Oct,2018,Sukhoi Superjet 100-95B,Yakutia Airlines,0,A2,Commercial_civil,Commercial
10,Oct,2001,Swearingen SA226-AT Merlin IVA,Flightline,10,A1,Military_fighter,Military
10,Oct,1971,Tupolev Tu-104B,Aeroflot / Ukraine,25,C1,Commercial_civil,Commercial
10,Oct,1955,Vickers 644 Viking 1B,Iraqi Airways,0,A1,Commercial_civil,Commercial
10,Oct,1962,Vickers 757 Viscount,TCAL,2,A2,Military_research,Military
10,Sep,1945,Amiot AAC.1 (Junkers Ju-52),Air France,,U1,Commercial_civil,Commercial
10,Sep,2008,Antonov An-12B,Russian AF,0,A2,Military_transport,Military
10,Sep,2017,Antonov An-26B,Serve Air,0,A1,Military_transport,Military
10,Sep,1972,Antonov An-2M,Aeroflot / Ukraine,2,A1,Military_transport,Military
10,Sep,1999,Beech 1900D,QantasLink/Impulse,0,A2,Military_research,Military
10,Sep,2016,Beech 200 Super King Air,Hurricane Joaquin,0,A1,Military_research,Military
10,Sep,1982,Boeing 707-348C,Sudan Airways,0,A1,Commercial_civil,Commercial
10,Sep,1976,Boeing 727,TWA,0,H2,Commercial_civil,Commercial
10,Sep,1976,Boeing 737-200,Indian Airlines,0,H2,Commercial_civil,Commercial
10,Sep,1962,Boeing KC-135A Stratotanker,USAF,44,A1,Military_research,Military
10,Sep,1992,Canadair CL-215,Hellenic AF,0,A1,Military_naval,Military
10,Sep,1943,Consolidated C-87 Liberator Express,USAAF,5,A1,Military_transport,Military
10,Sep,1944,Consolidated C-87 Liberator Express,USAAF,,A1,Military_transport,Military
10,Sep,1973,Convair CV-990,California Airmotive Corp.,0,A1,Military_bomber,Military
10,Sep,1943,Curtiss C-46,USAAF,,A1,Military_transport,Military
10,Sep,1969,DC-8,Eastern Air Lines,0,H2,Military_research,Military
10,Sep,1976,DC-9-32,Inex-Adria Aviopromet,113,A1,Military_research,Military
10,Sep,2012,DHC-8-301 Dash 8,"Jazz Aviation, op.for Air Canada Express",0,A2,Military_research,Military
10,Sep,1972,Douglas C-47 (DC-3),Ethiopian Airlines,11,A1,Commercial_civil,Commercial
10,Sep,1980,Douglas C-47 (DC-3),Aeronorte,3,A1,Military_transport,Military
10,Sep,1943,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Sep,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Sep,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Sep,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
10,Sep,1962,Douglas C-47A (DC-3),Aerolineas Abaroa,4,A1,Military_research,Military
10,Sep,1965,Douglas C-47A (DC-3),Central American Airways,0,A2,Commercial_civil,Commercial
10,Sep,1951,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
10,Sep,1985,Douglas DC-3,Collier County Mosquito Control,0,A1,Military_research,Military
10,Sep,1961,Douglas DC-6B,President Airlines,83,A1,Commercial_civil,Commercial
10,Sep,1950,Douglas R5D-3 (DC-4),US Navy,0,A1,Military_transport,Military
10,Sep,1965,Fairchild C-119G Flying Boxcar,Indian AF,0,C1,Military_others,Military
10,Sep,1991,Fokker F-27 Friendship 400M,Scibe Airlift Cargo Zaire,0,C1,Military_fighter,Military
10,Sep,1992,Fokker F-27 Friendship 500,Expresso Aéreo,1,A1,Military_fighter,Military
10,Sep,1946,Ford 5-AT Tri-Motor,Shell Ecuador,0,A1,Military_research,Military
10,Sep,1976,Hawker Siddeley HS-121 Trident 3B,British Airways,63,A1,Commercial_civil,Commercial
10,Sep,1969,Ilyushin Il-18V,Aeroflot / Krasnoyarsk,0,A1,Military_research,Military
10,Sep,1955,Latécoère 631,France-Hydro,16,A1,Military_research,Military
10,Sep,1994,Learjet 24D,Thor Taxi Aéreo,0,O1,Commercial_general,Commercial
10,Sep,1998,Lockheed C-130B Hercules,Pakistan AF,0,O1,Military_transport,Military
10,Sep,1998,Lockheed C-130B Hercules,Pakistan AF,5,A1,Military_transport,Military
10,Sep,1973,Lockheed Hercules C.1 (C-130K),RAF,5,A1,Military_research,Military
10,Sep,1987,Lockheed SP-2E Neptune,Black Hills Aviation,2,A1,Military_research,Military
10,Sep,1958,Martin PBM-5A Mariner,Dutch Navy,10,A1,Military_research,Military
10,Sep,1929,Rohrbach Ro X Romar I,Deutsche Lufthansa,0,A1,Military_research,Military
10,Sep,1939,Short Sunderland I,RAF,0,A1,Military_naval,Military
10,Sep,2004,Swearingen SA227-AC Metro III,Ryan Blake Air Charter,0,A1,Military_fighter,Military
10,Sep,1970,unknown,Unknown,0,H2,Military_research,Military
11,Apr,2000,Airbus A320-231,Mexicana,0,O1,Commercial_civil,Commercial
11,Apr,2003,Antonov An-12BP,Zapolyarye Airlines,0,A1,Military_transport,Military
11,Apr,1971,Antonov An-2R,Aeroflot / Turkmenistan,0,A1,Military_transport,Military
11,Apr,2006,Antonov An-2R,Kapoly Air,2,A1,Military_transport,Military
11,Apr,1972,Antonov An-2T,Aeroflot / Yakutsk,1,A1,Military_transport,Military
11,Apr,1982,Antonov An-2T,Aeroflot / Yakutsk,,A1,Military_transport,Military
11,Apr,1976,Antonov An-2TP,Aeroflot / East Siberia,,A1,Military_transport,Military
11,Apr,2011,Antonov An-2TP,Vertol Systems Company,0,A1,Military_transport,Military
11,Apr,2008,Antonov An-32B,Kata Air Transport,8,A1,Military_transport,Military
11,Apr,1946,Avro 685 York C.1,RAF,0,A1,Military_others,Military
11,Apr,1946,Avro 685 York C.1,RAF,1,A1,Military_others,Military
11,Apr,1955,Avro 685 York C.1,Associated Airways,0,A1,Military_others,Military
11,Apr,1985,BAe-125-700B,YPF,7,A1,Military_research,Military
11,Apr,1987,Boeing 707-330C,Transbrasil,0,A1,Commercial_civil,Commercial
11,Apr,1997,Boeing 737-230,Sempati Air,0,A2,Commercial_civil,Commercial
11,Apr,1948,Bristol 170 Freighter 21E,CAT,3,A1,Military_research,Military
11,Apr,1962,Canadair C-4 Argonaut,East African Airways,0,A1,Military_naval,Military
11,Apr,1977,Canadair CL-215,Spanish AF,0,A1,Military_naval,Military
11,Apr,2002,CASA/Nurtanio NC-212 Aviocar,Sabang Merauke Raya Air Charter,0+ 1,A2,Commercial_civil,Commercial
11,Apr,1995,Cessna 208A Caravan I,TAM,0,A1,Commercial_general,Commercial
11,Apr,2009,Cessna 208B Grand Caravan,Lao Air,0,A2,Commercial_general,Commercial
11,Apr,2018,Cessna 208B Grand Caravan,"Hageland Aviation Services, opf Ravn Connect",0,A2,Commercial_general,Commercial
11,Apr,1958,Convair CV-240-12,LOT,0,A1,Military_bomber,Military
11,Apr,1945,Curtiss C-46A,USAAF,,A1,Military_transport,Military
11,Apr,1945,Curtiss C-46A,USAAF,,A1,Military_transport,Military
11,Apr,1957,Curtiss C-46A,Transa Chile,0,A1,Military_transport,Military
11,Apr,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
11,Apr,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
11,Apr,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
11,Apr,2008,Dornier Do 28D-2 Skyservant,private,0,A1,Military_research,Military
11,Apr,1944,Douglas C-47A (DC-3),Aeroflot,0,A1,Commercial_civil,Commercial
11,Apr,1945,Douglas C-47A (DC-3),USAAF,,C1,Military_research,Military
11,Apr,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Apr,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Apr,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Apr,1980,Douglas C-47A (DC-3),private,3,A1,Military_research,Military
11,Apr,1945,Douglas C-47B (DC-3),USAAF,,A1,Military_research,Military
11,Apr,1972,Douglas C-47B (DC-3),"Ansett Airlines of PNG, op.for TAA",0,A1,Military_research,Military
11,Apr,1977,Douglas C-47B (DC-3),Superior Airways,0,A1,Military_research,Military
11,Apr,1944,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
11,Apr,1945,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
11,Apr,1975,Douglas DC-3,Sorya Airlines,3,C1,Military_research,Military
11,Apr,1952,Douglas DC-4,Pan Am,52,A1,Commercial_general,Commercial
11,Apr,1967,Douglas DC-4,Air Algérie,35,A1,Commercial_civil,Commercial
11,Apr,1969,Douglas DC-6,Unknown,0,H2,Commercial_civil,Commercial
11,Apr,1950,Fairchild C-82A Packet,USAF,0,A1,Military_transport,Military
11,Apr,1928,Fokker F.VIII,KLM,0,A1,Commercial_civil,Commercial
11,Apr,2017,Gulfstream G450,H&S Air LLC,0,A2,Commercial_general,Commercial
11,Apr,2002,Hawker Siddeley HS-748,Emerald Airways,0,O2,Commercial_civil,Commercial
11,Apr,1979,Howard 350,World Photography Co.,0,A1,Commercial_general,Commercial
11,Apr,2018,Ilyushin Il-76TD,Algerian AF,257,A1,Military_transport,Military
11,Apr,1980,Learjet 25B,Thunderbird Airways,2,A1,Commercial_general,Commercial
11,Apr,1967,Lisunov Li-2,Aeroflot / Polar,0,A1,Military_transport,Military
11,Apr,1967,Lockheed 18 Lodestar,private,2,A1,Military_transport,Military
11,Apr,1968,Lockheed L-100 Hercules,Zambian Air Cargoes,0,O1,Commercial_general,Commercial
11,Apr,1968,Lockheed L-100 Hercules,Zambian Air Cargoes,0,A1,Commercial_general,Commercial
11,Apr,1982,Lockheed L-100-20 Hercules,Northwest Territorial Airways,0,O1,Commercial_general,Commercial
11,Apr,1955,Lockheed L-749A Constellation,Air-India,16,C1,Military_research,Military
11,Apr,1968,Lockheed P-3B Orion,RAAF,0,A1,Military_fighter,Military
11,Apr,1957,PBV-1A Canso (PBY-5A),Northern Wings,2,A1,Commercial_general,Commercial
