day,month,year,type,operator,fat.,cat,Aircraft Type,Aircraft Cat
11,Apr,1964,PBV-1A Canso A (PBY-5A),Panair do Brasil,,A1,Commercial_general,Commercial
11,Apr,1936,Sikorsky S-42,Pan Am,3,A2,Commercial_civil,Commercial
11,Apr,1969,U-1A Otter (DHC-3),US Army,3,A1,Military_research,Military
11,Aug,1998,Antonov An-12,Alada,1,A1,Military_transport,Military
11,Aug,1981,Antonov An-24B,LOT,0,H2,Military_transport,Military
11,Aug,1986,Antonov An-2R,Aeroflot / Far East,2,A1,Military_transport,Military
11,Aug,2016,Antonov An-2R,ALROSA,0,A2,Military_transport,Military
11,Aug,1948,Avro 685 York C.1,RAF,0,A1,Military_others,Military
11,Aug,1978,Beech A100 King Air,J. Ray McDermott & Co.,0,A1,Military_research,Military
11,Aug,2015,Beech B200 Super King Air,Southwest Aircraft Charter,0,O1,Military_research,Military
11,Aug,1972,BN-2A-6 Islander,Pars Air,,A1,Commercial_general,Commercial
11,Aug,1980,BN-2A-6 Islander,Prospec,3,A1,Commercial_general,Commercial
11,Aug,2004,Boeing 737-205 Adv.,Air Guinee Express,0,A1,Commercial_civil,Commercial
11,Aug,2015,Boeing 737-73V (WL),Southwest Airlines,0,O2,Commercial_civil,Commercial
11,Aug,1982,Boeing 747-121,Pan Am,1,C2,Commercial_civil,Commercial
11,Aug,1949,Convair CV-240-13,Northeast Airlines,0,A1,Military_bomber,Military
11,Aug,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
11,Aug,1951,Curtiss C-46F,"All American Airways, lsf USAF",0,A1,Military_transport,Military
11,Aug,1940,de Havilland DH.91 Albatross,RAF,0,A1,Military_research,Military
11,Aug,2009,DHC-6 Twin Otter 300,Airlines PNG,13,A1,Commercial_civil,Commercial
11,Aug,1933,Dornier Do R4 Superwal,SANA,0,A1,Military_naval,Military
11,Aug,1943,Douglas C-47A (DC-3),USAAF,4,C1,Military_research,Military
11,Aug,1945,Douglas C-47A (DC-3),USAAF,1,A1,Military_research,Military
11,Aug,1984,Douglas C-47A (DC-3),Aviation Enterprises,3,A1,Military_research,Military
11,Aug,1951,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
11,Aug,1943,Douglas C-53 (DC-3),CNAC,3,A1,Military_transport,Military
11,Aug,1945,Douglas DC-2-243,Mexicana,15,A1,Military_transport,Military
11,Aug,1969,Douglas DC-3,Ethiopian Airlines,0,H2,Commercial_civil,Commercial
11,Aug,1951,Douglas DC-3D,Air France,5,A1,Commercial_civil,Commercial
11,Aug,1957,Douglas DC-4,Maritime Central Airways,79,A1,Commercial_general,Commercial
11,Aug,1958,Douglas DC-4,Loide Aéreo Nacional,10,A1,Commercial_general,Commercial
11,Aug,1981,Douglas DC-4,SADELCA Colombia,0,A1,Commercial_general,Commercial
11,Aug,1945,Douglas R4D-1 (DC-3),US Navy,,A1,Military_transport,Military
11,Aug,1919,Felixstowe Fury,RAF,1,A1,Military_research,Military
11,Aug,1973,Fokker F-27 Friendship 500,Air France,0,A2,Commercial_civil,Commercial
11,Aug,2003,Fokker F-28 Fellowship 3000R,Garuda,0,A1,Military_fighter,Military
11,Aug,1938,Ford 5-AT-C Tri-Motor,Private,0,O1,Military_research,Military
11,Aug,1950,Ilyushin Il-12P,Aeroflot / Moscow,2,A1,Commercial_civil,Commercial
11,Aug,1974,Ilyushin Il-18V,Air Mali,47,A1,Commercial_civil,Commercial
11,Aug,1979,Learjet 35,Bahri Aviation,5,A1,Commercial_general,Commercial
11,Aug,2007,Learjet 35A,World Jet II,0,A1,Commercial_general,Commercial
11,Aug,1966,Lisunov Li-2,Tarom,24,A1,Commercial_civil,Commercial
11,Aug,1939,Lockheed 14-WF62 Super Electra,Imperial Airways,0,A1,Military_transport,Military
11,Aug,1944,Lockheed C-60A Lodestar,USAAF,,A1,Military_transport,Military
11,Aug,1958,Lockheed P2V-7LP Neptune,US Navy,0,A1,Military_fighter,Military
11,Aug,1948,Short Sunderland GR.5,RAF,0,O1,Military_naval,Military
11,Aug,1995,Shorts SC.7 Skyvan 3-100,FS Air Service,0,A2,Commercial_civil,Commercial
11,Aug,1979,Tupolev Tu-134A,Aeroflot / Moldova,94,A1,Military_research,Military
11,Aug,1979,Tupolev Tu-134AK,Aeroflot / Belarus,84,A1,Military_research,Military
11,Aug,1950,unknown,CSA,0,H2,Military_research,Military
11,Dec,1998,Airbus A310-204,Thai Airways International,101,A1,Commercial_civil,Commercial
11,Dec,1997,Antonov An-12BP,Russian AF,0,A1,Military_transport,Military
11,Dec,2001,Antonov An-32,Air Nave,0,A1,Military_transport,Military
11,Dec,1960,Avro 691 Lancastrian C.4,Argentine AF,31,A1,Military_others,Military
11,Dec,1953,Avro Shackleton MR.2,RAF,10,A1,Military_bomber,Military
11,Dec,2009,Beech B300 Super King Air 350,INAEC Aviation Corporation,0,A2,Military_research,Military
11,Dec,1991,Beech Beechjet 400A,Bruno's Inc.,9,A1,Military_research,Military
11,Dec,1968,Boeing 727,TWA,0,H2,Commercial_civil,Commercial
11,Dec,1988,Boeing 727-231,TWA,0,H2,Commercial_civil,Commercial
11,Dec,1994,Boeing 747-283B,Philippine Air Lines,1,C2,Commercial_civil,Commercial
11,Dec,2006,Boeing 747SP-94,Syrian Arab Airlines,0,A2,Commercial_civil,Commercial
11,Dec,1999,British Aerospace ATP,SATA Air Açores,35,A1,Military_research,Military
11,Dec,2013,Cessna 208B Grand Caravan,Makani Kai Air,1,A1,Commercial_general,Commercial
11,Dec,2015,Cessna 208B Grand Caravan,Wasaya Airways,1,A1,Commercial_civil,Commercial
11,Dec,2015,Cessna 550 Citation II,MEVA,0,A1,Military_research,Military
11,Dec,1943,Consolidated C-87 Liberator Express,USAAF,,A1,Military_transport,Military
11,Dec,1969,Consolidated Canso A,Danish AF,1,A1,Military_transport,Military
11,Dec,1991,Curtiss C-46F,L.A. Suramericanas,8,A1,Military_transport,Military
11,Dec,1965,de Havilland DH-114 Heron 1B,Fiji Airways,0,A1,Commercial_civil,Commercial
11,Dec,1957,DHC-3 Otter,Philippine Air Lines,2,A1,Military_research,Military
11,Dec,1942,Douglas C-32A (DC-2),USAAF,0,A1,Military_transport,Military
11,Dec,1942,Douglas C-47 (DC-3),USAAF,,U1,Military_transport,Military
11,Dec,1943,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Dec,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Dec,1945,Douglas C-47A (DC-3),USAAF,4,A1,Military_research,Military
11,Dec,1946,Douglas C-47B (DC-3),USAAF,,A1,Military_research,Military
11,Dec,1947,Douglas C-47B (DC-3),USAF,20,A1,Military_research,Military
11,Dec,1978,Douglas C-49J (DC-3),Unknown,2,A1,Military_transport,Military
11,Dec,1960,Douglas C-54G (DC-4),Brazilian AF,0,A1,Military_transport,Military
11,Dec,1942,Douglas DC-3-391,ADAT,,A1,Military_research,Military
11,Dec,1979,Douglas DC-3C,Commercial Air Freight Inc,0,A1,Military_research,Military
11,Dec,1977,Douglas DC-8-33F,Charlotte Aircraft Corp.,0,O1,Military_research,Military
11,Dec,1948,Douglas R5D-3 (DC-4),US Navy,1,A1,Military_transport,Military
11,Dec,1973,Douglas R6D-1 (DC-6),US Navy,10,A1,Military_transport,Military
11,Dec,2004,Embraer EMB-110 Bandeirante,NHR Táxi-Aéreo,2+ 1,A1,Commercial_civil,Commercial
11,Dec,2000,Embraer EMB-110P1K Bandeirante,Gabonese AF,3,A1,Commercial_civil,Commercial
11,Dec,1965,Fairchild C-123B Provider,USAF,85,A1,Military_others,Military
11,Dec,1983,IAI Arava 201,Guatemala AF,0,A1,Commercial_general,Commercial
11,Dec,1969,Ilyushin Il-18B,Aeroflot / Uralsk,0,A1,Military_research,Military
11,Dec,1988,Ilyushin Il-76M,Soviet AF,77,A1,Military_transport,Military
11,Dec,2004,Ilyushin Il-76TD,Airline Transport,1,A2,Military_transport,Military
11,Dec,1941,Junkers Ju-52/3m,Eurasia,0,C1,Commercial_civil,Commercial
11,Dec,1938,Junkers Ju-52/3mge,SEDTA,0,A1,Commercial_civil,Commercial
11,Dec,2012,Lockheed HC-130P Hercules,USAF,,U1,Military_research,Military
11,Dec,1974,Lockheed L-188AF Electra,Fairbanks Air Service,0,A1,Commercial_civil,Commercial
11,Dec,1977,Lockheed P-3B Orion,US Navy,13,A1,Military_fighter,Military
11,Dec,1969,NAMC YS-11-125,KAL,0,H1,Military_research,Military
11,Dec,1940,Short Sunderland I,RAF,0,A1,Military_naval,Military
11,Dec,1994,Tupolev Tu-134A,Stigl,0,O1,Military_research,Military
11,Dec,1994,Tupolev Tu-134A-3,Aeroflot / North Kavkaz,0,O1,Military_research,Military
11,Dec,1994,Tupolev Tu-134A-3,Stigl,0,O1,Military_research,Military
11,Dec,1994,Tupolev Tu-134A-3,Stigl,0,O1,Military_research,Military
11,Dec,1994,Tupolev Tu-134A-3,Stigl,0,O1,Military_research,Military
11,Dec,1983,Vickers 668 Varsity,West Texas Air Museum,0,A1,Military_research,Military
11,Dec,1967,Vickers 745D Viscount,United Airlines,0,A1,Commercial_civil,Commercial
11,Dec,1955,Vickers Valetta C.1,RAF,,A1,Military_research,Military
11,Dec,1990,Yakovlev Yak-40,Aeroflot,0,H2,Commercial_civil,Commercial
11,Feb,1993,Airbus A310-304,Lufthansa,0,H2,Commercial_civil,Commercial
11,Feb,2018,Antonov An-148-100B,Saratov Airlines,71,A1,Commercial_civil,Commercial
11,Feb,2009,Antonov An-2,Russian AF,0,A1,Commercial_civil,Commercial
11,Feb,1982,Antonov An-26,Vietnam People's Air Force,1,A1,Military_transport,Military
11,Feb,2006,Antonov An-26,Sudan AF,20,A1,Military_transport,Military
11,Feb,2010,ATR 42-300,Trigana Air Service,0,A1,Commercial_civil,Commercial
11,Feb,1977,Avia 14T,CSA,4,A1,Commercial_general,Commercial
11,Feb,1947,Avro 685 York C.1,RAF,0,A1,Military_others,Military
11,Feb,2015,Beech 1900C,Aeropanamericano,4,A1,Military_research,Military
11,Feb,1999,Beech 1900C-1,ACE Air Cargo,0,A1,Military_research,Military
11,Feb,1987,Beech 99,Catskill Airways,0,A2,Military_research,Military
11,Feb,1984,Boeing 727,American Airlines,0,H2,Commercial_civil,Commercial
11,Feb,1992,Boeing 727-2H3,Tunis Air,0,O1,Commercial_civil,Commercial
11,Feb,1978,Boeing 737-275,Pacific Western,42,A1,Commercial_civil,Commercial
11,Feb,2013,Boeing 737-33A,PIA,0,A1,Commercial_civil,Commercial
11,Feb,1987,CASA C-212 Aviocar 200,Zimbabwe AF,3,A1,Commercial_civil,Commercial
11,Feb,2001,CASA C-212-M Aviocar 200,Indonesian Army,0,A1,Commercial_civil,Commercial
11,Feb,2009,Cessna 208B Grand Caravan,Airworks,0,A1,Commercial_general,Commercial
11,Feb,1945,Consolidated C-109 Liberator Expres,USAAF,,A1,Military_transport,Military
11,Feb,1947,Consolidated PBY-5A Catalina,US Navy,4,A1,Military_naval,Military
11,Feb,1944,Curtiss C-46A,USAAF,,A1,Military_transport,Military
11,Feb,1945,Curtiss C-46A,USAAF,,A1,Military_transport,Military
11,Feb,1988,Dassault Falcon 20D,Nevada Flyco,0,A1,Commercial_general,Commercial
11,Feb,1969,DC-9,LAV,0,H2,Military_research,Military
11,Feb,2007,DHC-6 Twin Otter 300,Air Inuit,0,A2,Commercial_civil,Commercial
11,Feb,1954,Douglas C-47 (DC-3),Peruvian AF,8,A1,Military_transport,Military
11,Feb,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Feb,1945,Douglas C-47B (DC-3),USAAF,7,A1,Military_research,Military
11,Feb,1952,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
11,Feb,1972,Douglas C-54A (DC-4),Royal Air Lao,23,C1,Military_transport,Military
11,Feb,1945,Douglas Dakota III (DC-3),South African AF,0,A1,Military_research,Military
11,Feb,1945,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
11,Feb,1946,Douglas Dakota IV (DC-3),RAF,0,A1,Military_research,Military
11,Feb,1944,Douglas DC-2-115E,Deutsche Lufthansa,0,A1,Military_transport,Military
11,Feb,1958,Douglas DC-3,AVENSA,2,A1,Military_research,Military
11,Feb,1952,Douglas DC-6,National Airlines,29+ 4,A1,Commercial_civil,Commercial
11,Feb,1962,Douglas SC-47A,USAF,9,A1,Military_naval,Military
11,Feb,1998,Embraer EMB-145ER (ERJ-145ER),"Continental Express, opb ExpressJet Airlines",0,A1,Commercial_civil,Commercial
11,Feb,2010,Fokker 100,MexicanaClick,0,A1,Commercial_civil,Commercial
11,Feb,1958,Handley Page Marathon T.2,RAF,0,A1,Military_research,Military
11,Feb,2013,IPTN/CASA CN-235-220,Republique de Guinée,11,A1,Commercial_civil,Commercial
11,Feb,2014,Lockheed C-130H-30 Hercules,Algerian AF,76,A1,Military_transport,Military
11,Feb,2002,Lockheed KC-130F Hercules,USMC,0,A1,Commercial_general,Commercial
11,Feb,1981,Lockheed L-1329 JetStar 731,Texasgulf Aviation,8,A1,Commercial_civil,Commercial
11,Feb,1969,Lockheed SP-2E Neptune,US Navy,7,A1,Military_research,Military
11,Feb,2013,MD-83,Andes Líneas Aéreas,0,A2,Commercical_helicopter,Commercical
11,Feb,1981,Morane Saulnier (FMA) MS.760A Paris,Argentine AF,2,A1,Commercial_general,Commercial
11,Feb,1991,Rockwell Sabreliner 60,Travel Air,10,A1,Military_research,Military
11,Feb,1945,Short Sunderland III,"RAF, op.for RCAF",11,A1,Military_naval,Military
11,Feb,1988,Swearingen SA226-TC Metro II,Air Niagara,2,A1,Military_fighter,Military
11,Jan,2008,Antonov An-2R,Letalska sola Solt,1,A1,Military_transport,Military
11,Jan,1998,Avro RJ100,THY,0,A1,Military_bomber,Military
11,Jan,1955,Avro Shackleton MR.2,RAF,9,A1,Military_bomber,Military
11,Jan,1955,Avro Shackleton MR.2,RAF,9,A1,Military_bomber,Military
11,Jan,1991,Beech 200 Super King Air,United Executive Jet,0,A1,Military_research,Military
11,Jan,1992,Beech C-12F Huron (A200CT Super Kin,USAF,0,A1,Military_research,Military
11,Jan,2001,BN-2A-21 Islander,LASA,3,A1,Commercial_general,Commercial
11,Jan,1992,BN-2A-26 Islander,Heli Niugini,,A2,Commercial_general,Commercial
11,Jan,1969,Boeing 727,United Airlines,0,H2,Commercial_civil,Commercial
11,Jan,1977,Boeing 747,TWA,0,H2,Commercial_civil,Commercial
11,Jan,1990,Boeing KC-135A Stratotanker,USAF,0,O1,Military_research,Military
11,Jan,1999,CASA C-212 Aviocar 200,Zimbabwe AF,5,A1,Commercial_civil,Commercial
11,Jan,2007,CASA/IPTN NC-212 Aviocar 200,Aviastar Mandiri,0,A2,Commercial_civil,Commercial
11,Jan,1989,Cessna 208B Super Cargomaster,Atlantic Aero,0,A1,Commercial_general,Commercial
11,Jan,1995,Cessna 208B Super Cargomaster,"FedEx, op.for Empire Airlines",1,A1,Commercial_general,Commercial
11,Jan,1995,Cessna S550 Citation S/II,Maytag Corporation,0,A2,Military_others,Military
11,Jan,1967,Chase YC-122C Avitruc,Bush Aviation,4,A1,Military_research,Military
11,Jan,1942,Consolidated PBY-5 Catalina,US Navy,3,A1,Military_naval,Military
11,Jan,1980,Convair CV-440-11,Carga Aéreo Transportada,0,A1,Military_bomber,Military
11,Jan,1969,Convair CV-990,APSA,0,H2,Military_bomber,Military
11,Jan,1962,Curtiss C-46D,APASA,,A1,Military_transport,Military
11,Jan,1963,Curtiss C-46E,Maritime Central Airways,0,O1,Military_transport,Military
11,Jan,1983,DC-8-54F,United Airlines,3,A1,Commercial_civil,Commercial
11,Jan,1970,DC-9-31,Texas International,0,A2,Military_research,Military
11,Jan,2001,DHC-6 Twin Otter 300,Earth Data Aviation,0,A2,Military_research,Military
11,Jan,2015,DHC-6 Twin Otter 300,Trigana Air Service,0,A2,Military_research,Military
11,Jan,1959,Douglas C-124C Globemaster II,USAF,9,A1,Military_transport,Military
11,Jan,1965,Douglas C-133A-5-DL Cargomaster,USAF,6,A1,Military_transport,Military
11,Jan,1943,Douglas C-47 (DC-3),USAAF,5,A1,Military_transport,Military
11,Jan,1944,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
11,Jan,1945,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
11,Jan,1948,Douglas C-47 (DC-3),Dominicana,32,A1,Military_transport,Military
11,Jan,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Jan,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Jan,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
11,Jan,1947,Douglas C-47A (DC-3),BOAC,8,A1,Military_research,Military
11,Jan,1954,Douglas C-47A (DC-3),Avianca,21,A1,Commercial_civil,Commercial
11,Jan,1969,Douglas C-47A (DC-3),VASP,,U1,Military_research,Military
11,Jan,1981,Douglas C-47A (DC-3),Ethiopian Airlines,0,A1,Commercial_civil,Commercial
11,Jan,1946,Douglas C-47B (DC-3),USAAF,,A1,Military_research,Military
11,Jan,1947,Douglas C-54A (DC-4),Far East Air Transport,7,A1,Military_transport,Military
11,Jan,1943,Douglas DC-3A-197,"United Airlines, op.for USAAF",0,A1,Military_research,Military
11,Jan,1965,Douglas LC-47J,US Navy,0,A1,Military_naval,Military
11,Jan,1955,Fairchild C-119G Flying Boxcar,USAF,2,A1,Military_others,Military
11,Jan,1977,Fairchild C-123K Provider,Thai AF,,U1,Military_others,Military
11,Jan,1958,Fairchild C-82A Packet,Cruzeiro do Sul,0,A1,Military_transport,Military
11,Jan,1999,HAL-748,Defence Research,8,A1,Military_fighter,Military
11,Jan,1991,Learjet 25C,Belair,5,A1,Commercial_general,Commercial
11,Jan,1982,Learjet 25XR,Redec Aviation,2,A1,Commercial_general,Commercial
11,Jan,1995,Learjet 35,Canada Jet Charters,5,A1,Commercial_general,Commercial
11,Jan,1974,Lockheed 18 Learstar,Florida Airways International,1,A1,Military_transport,Military
11,Jan,1949,Lockheed 18 Lodestar,SAVAG - Viação Aérea Gaucha,8,A1,Military_transport,Military
11,Jan,1953,Lockheed 18 Lodestar,Dagens Nyheter,2,A1,Military_transport,Military
11,Jan,1983,Lockheed 18 Lodestar,private,0,A1,Military_transport,Military
11,Jan,1965,Lockheed C-130B Hercules,USAF,0,A1,Military_transport,Military
11,Jan,1965,Lockheed C-130B Hercules,USAF,0,O1,Military_transport,Military
11,Jan,1959,Lockheed L-1049G Super Constellatio,Lufthansa,36,A1,Commercial_civil,Commercial
11,Jan,1963,Lockheed L-749A Constellation,SGAC,12,A1,Military_research,Military
11,Jan,1968,Lockheed OP-2E Neptune,US Navy,9,A1,Military_research,Military
11,Jan,1956,Nord 2501 Noratlas,French AF,,A1,Military_research,Military
11,Jan,1983,Rockwell Sabreliner 65,Sun Oil Co,5,A1,Military_research,Military
11,Jan,1988,Shorts 330-200,Fairflight,0,A1,Military_research,Military
11,Jan,1938,Sikorsky S-42B,Pan Am,7,A1,Commercial_civil,Commercial
11,Jan,1997,Swearingen SA227-AC Metro III,Ibertrans Aérea,0,A1,Commercial_civil,Commercial
11,Jan,1957,Vickers 615 Viking 1B,LADE,17+ 1,A1,Commercial_civil,Commercial
11,Jan,1988,Vickers 806 Viscount,BAF,0,O1,Military_research,Military
11,Jan,2009,Xian MA60,Zest Airways,0,A1,Commercial_civil,Commercial
11,Jul,1985,Antonov An-12,Soviet AF,14,C1,Military_transport,Military
11,Jul,1972,Antonov An-2,Aeroflot / Far East,2,A1,Commercial_civil,Commercial
11,Jul,1976,Antonov An-2,Aeroflot / Ukraine,0,A1,Commercial_civil,Commercial
11,Jul,1997,Antonov An-24RV,Cubana,44,A1,Military_transport,Military
11,Jul,2011,Antonov An-24RV,Angara Airlines,7,A1,Commercial_civil,Commercial
11,Jul,1986,Antonov An-2R,Aeroflot / Yakutsk,,A1,Military_transport,Military
11,Jul,1968,Antonov An-2T,Ak Brno,1,O1,Military_transport,Military
11,Jul,1978,Antonov An-2T,Aeroflot / North Kavkaz,0,A1,Military_transport,Military
11,Jul,1965,Avro 748-101 Srs. 1,Skyways Coach Air,0,A1,Military_research,Military
11,Jul,1996,BAe-748,Bouraq Indonesia,0,A1,Military_research,Military
11,Jul,1973,BN-2A Islander,Unknown,10,A1,Commercial_general,Commercial
11,Jul,1973,Boeing 707-345C,Varig,123,A1,Commercial_civil,Commercial
11,Jul,1989,Boeing 707-351B,Kenya Airways,0,A1,Commercial_civil,Commercial
11,Jul,2003,Boeing 707-3J6C,Air Memphis,0,A1,Commercial_civil,Commercial
11,Jul,1980,Boeing 727,Northwest Orient Airlines,0,H2,Commercial_civil,Commercial
11,Jul,1983,Boeing 737-2V2,TAME Ecuador,119,A1,Commercial_civil,Commercial
11,Jul,1984,Canadair CL-215,Yugoslav AF,1,A1,Military_naval,Military
11,Jul,1952,Consolidated PBY Catalina,US Navy,3,A1,Military_naval,Military
11,Jul,1945,Consolidated PBY-5A Catalina,US Navy,,A1,Military_naval,Military
11,Jul,1945,Curtiss C-46A,USAAF,,A1,Military_transport,Military
11,Jul,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
11,Jul,1966,Curtiss C-46D,Aeropesca Colombia,8,A1,Military_transport,Military
11,Jul,1991,DC-8-61,"Nationair, op.for Nigeria Airways",261,A1,Military_research,Military
11,Jul,1969,de Havilland DH-114 Heron 1B,Unknown,0,A1,Military_research,Military
11,Jul,1975,de Havilland DH-114 Prinair Heron 2,Prinair,0,A2,Military_research,Military
11,Jul,1972,DHC-6 Twin Otter 100,Norwegian AF,17,A1,Military_research,Military
11,Jul,2011,DHC-6 Twin Otter 310,Trans Maldivian Airways,0,A1,Commercial_civil,Commercial
11,Jul,1943,Douglas C-47 (DC-3),USAAF,0,A1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,3,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,4,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,4,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,5,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,5,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,11,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,C1,Military_transport,Military
11,Jul,1943,Douglas C-47 (DC-3),USAAF,,C1,Military_transport,Military
11,Jul,1943,Douglas C-47A (DC-3),USAAF,5,C1,Military_research,Military
11,Jul,1943,Douglas C-47A (DC-3),USAAF,5,C1,Military_research,Military
